brand,km_driven,fuel,owner,selling_price
Toyota,50177,Petrol,Fourth Owner,3632292
Mercedes,226368,Diesel,Third Owner,595236
Tata,115623,CNG,First Owner,2577727
Nissan,5997,Petrol,Fourth Owner,1302802
Tata,195402,Electric,Second Owner,2503331
Isuzu,179841,Electric,Fourth Owner,4324598
Toyota,239040,Diesel,Third Owner,4547314
Jeep,125179,Petrol,Third Owner,1612601
Renault,214725,Electric,Third Owner,1429780
Volkswagen,125403,CNG,First Owner,1279744
Honda,147303,Petrol,First Owner,2956217
Mitsubishi,100287,CNG,First Owner,458076
Jaguar,124574,Electric,Second Owner,767578
Ford,209048,Petrol,First Owner,3043909
Lexus,126509,Diesel,Third Owner,1639609
Ford,90447,Electric,First Owner,516893
Jaguar,114522,CNG,First Owner,1084364
Volkswagen,192037,Petrol,Fourth Owner,3944462
MG,86144,CNG,First Owner,2506204
Volkswagen,231273,CNG,Fourth Owner,2837895
Hyundai,197589,Diesel,First Owner,465612
Fiat,97693,Diesel,Fourth Owner,4385932
Nissan,99315,Electric,Third Owner,148316
Toyota,231576,Diesel,First Owner,2340510
Mahindra,32387,Diesel,Third Owner,163539
Nissan,9090,Electric,First Owner,1881067
Mahindra,125846,Electric,Second Owner,4747410
Fiat,161017,Electric,Second Owner,3795568
Tata,45239,Electric,Third Owner,4570077
Mercedes,8743,CNG,Third Owner,4661218
Honda,35924,CNG,Second Owner,290000
Renault,146268,Electric,Second Owner,990199
Chevrolet,135160,Electric,Fourth Owner,531474
Tata,96815,Petrol,First Owner,2341067
Datsun,110312,Petrol,Second Owner,386132
Land Rover,73860,Petrol,Third Owner,2575254
Skoda,177472,Diesel,Third Owner,4654667
Honda,221249,CNG,Second Owner,3541173
Ford,229090,CNG,Third Owner,2801953
Fiat,234602,Petrol,First Owner,3909039
Mahindra,85399,Petrol,Fourth Owner,2534397
Nissan,53795,CNG,First Owner,4585163
Toyota,56553,Diesel,Fourth Owner,1853152
Mini,239094,Petrol,Fourth Owner,137109
Nissan,108976,Electric,Second Owner,1055354
Kia,160183,Petrol,Third Owner,277736
Ford,118566,CNG,Fourth Owner,3060454
Mahindra,199155,CNG,Second Owner,847196
Citroen,124968,Petrol,Third Owner,749373
Mini,66600,Petrol,Third Owner,334970
Tata,55022,Electric,Fourth Owner,1660393
Jaguar,139271,Electric,Third Owner,4515313
Audi,55897,Diesel,First Owner,1524606
Hyundai,43038,Diesel,Third Owner,904938
Porsche,128323,Electric,First Owner,3964713
Mini,191110,Diesel,Third Owner,2128846
Citroen,125278,Diesel,Fourth Owner,882722
Lexus,116054,Petrol,Fourth Owner,444535
Audi,12897,Electric,Second Owner,2066388
Mercedes,69541,Petrol,First Owner,4269231
Audi,111968,Petrol,First Owner,2290198
Land Rover,19892,Diesel,Fourth Owner,1615035
Lexus,144343,Petrol,Fourth Owner,791175
Fiat,239534,CNG,Fourth Owner,650785
Chevrolet,29815,Diesel,First Owner,3945047
Isuzu,50612,CNG,Second Owner,4984449
Volvo,169429,Diesel,First Owner,768726
Ford,211160,Petrol,Fourth Owner,137649
Lexus,21267,Diesel,Second Owner,4380421
Mitsubishi,23268,CNG,Third Owner,1692707
MG,119463,Diesel,Third Owner,2831690
Jaguar,150335,CNG,Fourth Owner,2137050
Kia,207007,Electric,Second Owner,2847440
Lexus,100347,Petrol,Fourth Owner,3876659
Jeep,195732,CNG,First Owner,4152766
Nissan,201599,Electric,First Owner,832531
Hyundai,199451,Petrol,Second Owner,3245365
Mitsubishi,99542,Electric,Fourth Owner,559348
Nissan,177343,CNG,Fourth Owner,1377599
Isuzu,71612,Petrol,Third Owner,4606670
Audi,143307,Electric,Second Owner,1504577
Citroen,93757,CNG,Fourth Owner,857914
Mahindra,152489,Electric,First Owner,4380549
Lexus,103075,Petrol,Fourth Owner,2003915
BMW,39609,Petrol,Fourth Owner,2016576
Honda,107785,Petrol,First Owner,4614714
Isuzu,169974,CNG,First Owner,4287358
Honda,28645,Electric,Fourth Owner,174493
MG,198945,Electric,First Owner,1619171
Skoda,223290,CNG,Third Owner,4362452
Porsche,200630,Petrol,Third Owner,3388820
Jaguar,67233,Diesel,Third Owner,440453
Ford,116443,Petrol,First Owner,100443
Volvo,159473,Diesel,First Owner,4857333
Porsche,12771,Petrol,First Owner,1192745
Force,177407,CNG,Second Owner,4573757
Citroen,210523,Diesel,First Owner,2667817
Volvo,215506,CNG,Third Owner,3128921
Datsun,203521,Diesel,Third Owner,2291651
Volkswagen,107601,Electric,Third Owner,4973899
Datsun,228676,Diesel,Second Owner,3884376
Renault,138014,Diesel,Fourth Owner,944527
Mini,156460,Diesel,Third Owner,3976050
Tata,130224,Electric,Second Owner,365066
Toyota,88251,CNG,Fourth Owner,588843
Volkswagen,62042,Electric,Second Owner,1870391
Mitsubishi,58740,Diesel,Second Owner,2759212
Kia,201945,Petrol,Fourth Owner,1988379
Lexus,52024,Electric,First Owner,2582243
Honda,159522,Petrol,First Owner,4708357
Lexus,61965,Electric,Third Owner,3321222
Chevrolet,15057,Electric,Fourth Owner,4430951
Jeep,229321,Diesel,Third Owner,938152
Volvo,13983,CNG,Second Owner,3882514
BMW,135469,CNG,First Owner,3824096
Toyota,24995,Diesel,Third Owner,4543463
Audi,119587,Electric,Third Owner,1141737
Datsun,238076,CNG,First Owner,3278037
Volvo,227700,CNG,Second Owner,2089034
Jeep,213753,CNG,Third Owner,1503998
Mitsubishi,43886,Diesel,Third Owner,2060697
Renault,94025,Petrol,Fourth Owner,752738
Volkswagen,232644,Petrol,Fourth Owner,120966
Porsche,100149,Petrol,First Owner,1361221
Mercedes,99020,Petrol,First Owner,708903
Volvo,7673,Petrol,Second Owner,495268
Mercedes,170962,CNG,Second Owner,3445778
MG,82513,CNG,Third Owner,4164986
Citroen,28466,Electric,Fourth Owner,2581004
Renault,242626,CNG,Second Owner,437450
Jaguar,97545,Diesel,Third Owner,1345173
Volvo,55406,Electric,Third Owner,4949689
Mahindra,139760,CNG,First Owner,2155946
Jeep,74284,Electric,Fourth Owner,241473
Nissan,240718,Electric,Third Owner,4293000
Nissan,119579,Petrol,First Owner,1123105
Audi,18665,Electric,Third Owner,1482015
Force,238506,CNG,Fourth Owner,2467051
Mahindra,25641,Petrol,Third Owner,2407144
Hyundai,168572,CNG,Third Owner,1112968
Toyota,40797,Petrol,Second Owner,2945526
Mitsubishi,220838,CNG,Second Owner,4197129
BMW,50950,Petrol,First Owner,3086884
Mini,161118,Petrol,Third Owner,4994728
MG,134554,Diesel,First Owner,2032918
Lexus,107339,CNG,Fourth Owner,2152145
BMW,118431,Electric,First Owner,1973417
Fiat,237275,Petrol,Third Owner,2032912
Datsun,145710,CNG,Second Owner,1719533
Mitsubishi,222435,Petrol,Second Owner,3456789
Lexus,26173,Diesel,First Owner,2857309
Jeep,149294,Diesel,Second Owner,1609156
Chevrolet,186136,Diesel,Third Owner,2275205
Mini,173082,Diesel,Third Owner,1689807
Skoda,23095,Electric,Fourth Owner,3238709
Isuzu,128554,Electric,Second Owner,2305526
Volvo,137511,Petrol,Second Owner,4321135
Datsun,130614,CNG,Fourth Owner,4598492
Hyundai,239989,Diesel,First Owner,621332
Citroen,221622,Diesel,Fourth Owner,911246
Honda,141447,Electric,Second Owner,1339906
Skoda,94023,Electric,First Owner,1354847
BMW,112181,Diesel,Third Owner,3711380
Fiat,227310,CNG,Third Owner,3546227
Chevrolet,25600,Petrol,Fourth Owner,2939844
Volvo,7466,Petrol,Third Owner,4091549
Isuzu,242200,Petrol,Second Owner,858276
Renault,181169,Petrol,Fourth Owner,3057516
Land Rover,114934,CNG,Second Owner,1496240
Porsche,58276,CNG,Second Owner,445277
Mini,186189,CNG,First Owner,374170
Audi,183043,Electric,First Owner,4156719
Datsun,11928,Diesel,First Owner,1179617
Force,224088,CNG,Third Owner,3604395
Mercedes,60309,Petrol,First Owner,1872970
Volvo,210719,CNG,Second Owner,1664967
Jaguar,176960,Diesel,Fourth Owner,2526969
Renault,231097,Electric,Fourth Owner,1270919
Porsche,179904,Petrol,Second Owner,2409706
Force,121196,Electric,Third Owner,452188
Audi,14404,CNG,Fourth Owner,1202676
Tata,169711,Petrol,Second Owner,3588231
Nissan,214190,Petrol,Second Owner,3347897
Maruti,196670,CNG,Second Owner,4234228
Fiat,202471,CNG,Fourth Owner,4676584
Mercedes,118187,Diesel,Fourth Owner,202800
Mini,115449,CNG,First Owner,2105746
Porsche,32684,CNG,First Owner,1238806
Toyota,73591,CNG,Second Owner,3056334
Honda,124821,Petrol,Second Owner,3390110
Force,213794,Diesel,Second Owner,3335319
Honda,7682,Petrol,Second Owner,4715463
Porsche,116186,CNG,Fourth Owner,1858602
Nissan,174118,Diesel,First Owner,232774
Mercedes,248181,CNG,Third Owner,2779313
Audi,26832,Petrol,Second Owner,3680206
Force,21997,Petrol,First Owner,4570985
Maruti,39640,CNG,Second Owner,3192451
Force,212954,Diesel,Fourth Owner,513851
Renault,45491,Petrol,Third Owner,1986963
BMW,68043,CNG,First Owner,3355752
Audi,117175,Electric,First Owner,2627676
Kia,133568,CNG,Third Owner,4042583
Lexus,119250,CNG,Fourth Owner,873699
Tata,77725,Diesel,Third Owner,193988
Force,133131,CNG,First Owner,3515889
Skoda,50520,Electric,Third Owner,550608
Mahindra,67919,CNG,Fourth Owner,2754388
Land Rover,114869,Electric,Fourth Owner,1136070
Maruti,69442,Petrol,Second Owner,2036776
MG,157842,CNG,Third Owner,4147377
Toyota,110246,Diesel,Third Owner,875819
Ford,183570,CNG,First Owner,252135
Tata,114687,Electric,Fourth Owner,2014609
Force,128447,Electric,Third Owner,4394798
Jeep,66477,Diesel,First Owner,4467042
Honda,5244,Electric,Second Owner,2831153
Renault,168860,CNG,Third Owner,3532741
Ford,231413,Electric,Third Owner,3493049
Renault,84453,CNG,First Owner,433308
Honda,193809,CNG,First Owner,2973760
Jaguar,182561,Electric,Fourth Owner,2347786
Volkswagen,132962,Diesel,Fourth Owner,3838941
Datsun,76303,Petrol,Fourth Owner,863962
Honda,33390,Diesel,Third Owner,679841
Jaguar,15247,Petrol,First Owner,1205855
Chevrolet,205123,Diesel,Fourth Owner,2232760
Renault,195791,CNG,Third Owner,2257992
Fiat,170750,CNG,Fourth Owner,4829362
Fiat,223874,Electric,Second Owner,4874053
Jeep,212358,Petrol,Third Owner,1138246
Citroen,34583,Petrol,Fourth Owner,2485923
Mini,144148,Electric,Fourth Owner,3224105
Jaguar,154078,Diesel,Second Owner,4122640
Lexus,151123,Electric,Second Owner,3754170
MG,140386,Diesel,Fourth Owner,1462799
MG,33670,Electric,Fourth Owner,2875763
Porsche,236829,Petrol,First Owner,3340499
Chevrolet,203623,Petrol,Fourth Owner,4719416
MG,129920,Diesel,Fourth Owner,4988777
Volkswagen,15236,Petrol,First Owner,3231712
Volkswagen,40568,Petrol,First Owner,2196354
BMW,196386,Petrol,Fourth Owner,1405208
Force,112327,Petrol,First Owner,2557044
Volkswagen,115188,CNG,Third Owner,738990
MG,227975,Electric,Second Owner,1913560
Toyota,21352,Electric,Third Owner,158697
Lexus,130721,CNG,Second Owner,4330207
Mercedes,181722,Petrol,Second Owner,4493189
Volkswagen,146418,Electric,Fourth Owner,2395416
Honda,161228,Electric,Second Owner,3296540
Datsun,60904,Electric,Third Owner,658819
Volkswagen,150107,Diesel,Fourth Owner,2400670
Nissan,127141,CNG,First Owner,2190140
Tata,21108,Diesel,Third Owner,1577177
Hyundai,7853,Diesel,Fourth Owner,3751988
Mini,89156,CNG,Second Owner,4291630
Mercedes,9176,Electric,Third Owner,2026048
Fiat,105459,Diesel,Second Owner,697925
Datsun,161992,Electric,Fourth Owner,1461298
Jaguar,190922,Diesel,Fourth Owner,828963
Jeep,142901,Electric,First Owner,2356459
Nissan,128225,Petrol,First Owner,1219320
Maruti,236262,Petrol,Third Owner,2273113
Hyundai,240847,Petrol,First Owner,1439205
Datsun,226738,CNG,Second Owner,4916651
Volkswagen,123458,Petrol,Second Owner,638768
Kia,115893,Diesel,First Owner,3958048
Chevrolet,78927,Electric,First Owner,4476589
Mitsubishi,220932,Electric,First Owner,2784534
Fiat,123178,Electric,Third Owner,2897569
Hyundai,247726,Electric,Third Owner,3350241
MG,45667,Diesel,Second Owner,3018645
Porsche,201914,Electric,Third Owner,4639993
Audi,171915,Diesel,Third Owner,2475085
Fiat,186880,Diesel,Fourth Owner,4939089
Lexus,166615,Electric,Second Owner,3082459
Fiat,208852,Electric,Second Owner,4006791
Mitsubishi,11611,Electric,First Owner,3231744
BMW,93242,Diesel,Fourth Owner,650575
Chevrolet,89612,CNG,First Owner,3522886
Mercedes,51902,Diesel,Third Owner,1026078
Force,38043,CNG,Second Owner,4726117
Porsche,141343,Electric,Third Owner,3787483
Hyundai,77867,Diesel,Third Owner,1658429
Jeep,82089,Electric,Fourth Owner,1060981
Ford,63745,CNG,Fourth Owner,1334002
Chevrolet,232948,CNG,Second Owner,1344613
Mitsubishi,198149,Diesel,Second Owner,4904009
Mini,195191,Diesel,Fourth Owner,4578328
Datsun,147645,Diesel,Fourth Owner,4551570
Fiat,157481,Diesel,Fourth Owner,219618
Jaguar,90970,Petrol,Fourth Owner,3141907
Land Rover,29464,Petrol,Second Owner,406160
Fiat,178912,Electric,Second Owner,2092969
Land Rover,184857,CNG,Third Owner,4264133
Porsche,123523,CNG,Third Owner,4582427
Honda,25662,Electric,Third Owner,4343045
Ford,23228,Electric,Second Owner,1606827
Renault,65721,Electric,First Owner,4569808
MG,185295,Petrol,Third Owner,1659805
Isuzu,143458,Electric,First Owner,2164218
Jeep,11862,CNG,First Owner,429083
Skoda,45108,Electric,First Owner,3588190
Jeep,96788,Diesel,Fourth Owner,4268185
Renault,211095,CNG,Second Owner,2604388
Isuzu,249437,CNG,Second Owner,2810499
Lexus,242011,CNG,Third Owner,3541509
Hyundai,85140,Petrol,Third Owner,2337499
Toyota,219035,Petrol,Second Owner,3406852
Land Rover,163273,CNG,Fourth Owner,3768124
Audi,73578,Diesel,Second Owner,3599209
Hyundai,54966,CNG,First Owner,672450
Datsun,190846,Petrol,Second Owner,2178462
BMW,15386,Diesel,Fourth Owner,3996854
Jeep,82228,CNG,Second Owner,2491495
Audi,151297,Petrol,Second Owner,117572
Mitsubishi,152765,Diesel,Second Owner,3644091
Ford,77197,Electric,First Owner,4559891
Ford,48021,Electric,Third Owner,171220
Jaguar,123915,CNG,Fourth Owner,4570043
Renault,154333,Electric,First Owner,691145
Volvo,163450,Petrol,Second Owner,4017799
Tata,122174,Diesel,Second Owner,4327016
Ford,91755,CNG,Third Owner,1154044
Mercedes,148009,Diesel,Third Owner,3111195
Tata,71330,Diesel,Third Owner,4948060
Ford,183438,Diesel,First Owner,3520576
Mahindra,77322,Petrol,Fourth Owner,4884292
Mitsubishi,107318,CNG,Third Owner,3644622
Hyundai,176232,Electric,Second Owner,229443
Tata,50313,Diesel,Fourth Owner,4461481
Skoda,239729,Diesel,Second Owner,3012337
Toyota,237783,Diesel,Second Owner,4380069
Porsche,32032,Petrol,Fourth Owner,498972
Porsche,228035,Electric,First Owner,2782070
Porsche,153430,Diesel,Fourth Owner,2961032
Hyundai,66710,Petrol,Third Owner,2875820
Lexus,100326,Petrol,Fourth Owner,917688
Fiat,91157,Diesel,Third Owner,1466534
BMW,184893,Diesel,Third Owner,1702595
Force,33365,Petrol,Fourth Owner,4941584
Chevrolet,18189,Petrol,Fourth Owner,2583493
Maruti,212821,Diesel,Third Owner,200041
MG,12248,Petrol,Second Owner,1617210
Audi,9369,Petrol,Fourth Owner,4276782
Maruti,199835,Diesel,First Owner,1996020
Maruti,144122,Diesel,Third Owner,2662187
Maruti,33605,CNG,Second Owner,1342538
Mini,54616,Electric,Fourth Owner,2077440
Toyota,190551,Diesel,Fourth Owner,4809048
Toyota,108719,Diesel,Second Owner,1922183
Fiat,217006,Diesel,First Owner,4096517
MG,176955,Electric,Third Owner,4326539
Force,38055,CNG,Fourth Owner,1614927
Skoda,204803,Petrol,First Owner,3780444
Force,227059,Electric,Third Owner,3068755
Maruti,121680,Diesel,First Owner,1488380
Citroen,12450,Diesel,Third Owner,316006
Mahindra,138997,CNG,Third Owner,4781118
Tata,216123,CNG,First Owner,2165512
Lexus,55272,CNG,Third Owner,3465192
Toyota,10310,Petrol,Fourth Owner,3367832
Citroen,36817,Electric,Fourth Owner,3394880
BMW,229016,Electric,First Owner,2271012
Datsun,180600,CNG,First Owner,2466703
Renault,249272,Petrol,Third Owner,3154669
Hyundai,191851,Electric,Third Owner,2725660
Lexus,220888,Diesel,First Owner,2652842
MG,87641,Diesel,Second Owner,439411
Mahindra,220155,Diesel,First Owner,4316858
Mini,212382,Electric,Second Owner,4895613
Mini,20457,CNG,Second Owner,3862557
Jeep,47311,Diesel,First Owner,3665305
Nissan,140052,CNG,First Owner,1252314
Mini,156958,Petrol,First Owner,2016111
MG,213184,Diesel,Second Owner,247052
Porsche,186949,Petrol,Fourth Owner,3491889
Nissan,128573,CNG,Fourth Owner,2153554
Jeep,102427,Electric,First Owner,3034332
Ford,41181,CNG,First Owner,1941942
Skoda,169334,Diesel,Third Owner,2009795
Audi,137019,Diesel,Third Owner,4652229
Fiat,136094,CNG,Third Owner,4372199
Mahindra,6128,Diesel,First Owner,1894123
Jeep,84522,Diesel,Fourth Owner,4532881
Volkswagen,168394,Petrol,Fourth Owner,2592643
MG,53929,Electric,First Owner,1103232
Lexus,86696,CNG,First Owner,183417
Porsche,120245,Petrol,Second Owner,2700810
Volvo,14808,Diesel,Second Owner,4782557
Datsun,100148,Petrol,Fourth Owner,3363254
Isuzu,188954,Electric,Third Owner,1400372
Hyundai,26725,CNG,Fourth Owner,4987498
Isuzu,77534,Electric,Second Owner,3082377
Toyota,44950,Electric,Fourth Owner,1437719
Honda,225026,Petrol,Second Owner,1117743
Audi,88576,Petrol,Second Owner,4928384
Mini,25557,Electric,Third Owner,2455674
MG,26825,Diesel,Third Owner,4240651
Mahindra,13998,CNG,Second Owner,3106084
Audi,41080,Diesel,First Owner,486623
Mercedes,247705,Diesel,Third Owner,4649841
BMW,193869,CNG,Second Owner,3613640
Porsche,151874,Petrol,First Owner,812289
Isuzu,147239,Diesel,First Owner,1274616
Maruti,236700,Petrol,Fourth Owner,2320257
Toyota,47407,CNG,Fourth Owner,106286
Chevrolet,125283,Diesel,Third Owner,4975954
Jeep,18338,Petrol,First Owner,2332373
Jaguar,81289,Petrol,Third Owner,2387811
MG,207592,Diesel,Second Owner,204152
Skoda,154967,CNG,Third Owner,3351688
Fiat,183982,Electric,First Owner,4886473
Land Rover,136029,Petrol,Fourth Owner,3398733
Isuzu,114367,CNG,Third Owner,1428802
Chevrolet,70898,Diesel,Fourth Owner,1203765
Tata,139526,Petrol,Third Owner,4343734
Force,122486,Petrol,Second Owner,2849092
Volkswagen,91540,Petrol,First Owner,3648076
Kia,196869,CNG,Third Owner,3280814
Mahindra,237631,Petrol,Second Owner,596056
Volvo,219209,Petrol,Second Owner,727939
Mini,186709,Diesel,Second Owner,3522334
Volvo,141421,Petrol,Fourth Owner,1859718
BMW,130416,CNG,Fourth Owner,948419
Jaguar,44963,Diesel,Second Owner,4713081
Mini,211655,Electric,Second Owner,3097160
Force,143822,Diesel,Third Owner,987555
BMW,99929,Petrol,Third Owner,136738
Mercedes,158535,Electric,First Owner,2010802
Maruti,79935,Diesel,Third Owner,3098696
Porsche,194864,Petrol,First Owner,3608281
Jeep,18686,Diesel,First Owner,905286
Jeep,242411,CNG,First Owner,4742566
Mini,68528,Petrol,Fourth Owner,2114755
Volkswagen,104811,CNG,Third Owner,3200370
Audi,27787,Petrol,Second Owner,4903403
Volvo,150848,CNG,First Owner,4500787
Porsche,120613,Electric,Second Owner,2495211
Mitsubishi,231135,CNG,First Owner,556604
Lexus,193499,Diesel,Third Owner,349811
Citroen,109887,Petrol,First Owner,1915342
Honda,66086,Diesel,Third Owner,238973
Datsun,107231,CNG,Second Owner,4772389
Datsun,68308,Petrol,Third Owner,4828593
Fiat,20797,CNG,Second Owner,1374645
Porsche,238607,Electric,Third Owner,2033546
Skoda,10302,Electric,First Owner,3997034
Jaguar,199244,Electric,First Owner,4941192
Datsun,43059,CNG,Third Owner,465218
Fiat,136980,CNG,Second Owner,2235048
Volvo,196324,Electric,Second Owner,1899070
Tata,216731,CNG,Second Owner,350616
Mahindra,148949,Diesel,Third Owner,881801
Hyundai,19239,CNG,Third Owner,3024511
Maruti,223043,Diesel,Third Owner,1118282
Datsun,32313,Electric,Third Owner,1640322
Renault,236962,CNG,Second Owner,4783504
MG,47103,Electric,Second Owner,1351344
Lexus,184480,Petrol,Fourth Owner,2617219
Isuzu,219323,CNG,Third Owner,4238775
Jeep,93771,CNG,Fourth Owner,2122780
BMW,131228,Electric,Third Owner,432444
Chevrolet,96665,Electric,Fourth Owner,265177
Lexus,15534,Electric,Second Owner,3906508
Mitsubishi,236182,Petrol,Second Owner,2969297
Volkswagen,48060,Petrol,Fourth Owner,3781460
Chevrolet,22189,Electric,First Owner,4384958
Mini,133431,CNG,Third Owner,3706006
Porsche,91067,CNG,Fourth Owner,3318351
Honda,15967,Electric,Fourth Owner,1534869
Mini,218063,Diesel,First Owner,4461758
Lexus,70563,Petrol,Second Owner,4689669
Volvo,13660,Petrol,Fourth Owner,1627013
Mitsubishi,123671,Diesel,Second Owner,1976355
Kia,226947,Electric,Third Owner,1803842
Hyundai,134909,CNG,First Owner,4609280
Honda,175895,CNG,Second Owner,322786
MG,191914,Petrol,Fourth Owner,512882
Fiat,145688,Diesel,First Owner,3248424
Maruti,80976,CNG,First Owner,1049677
Jaguar,238208,Petrol,First Owner,2209778
Land Rover,184810,CNG,First Owner,153303
Fiat,18107,CNG,First Owner,3195506
BMW,197476,CNG,Third Owner,3552665
Ford,99182,Petrol,Third Owner,3670235
Maruti,248153,Diesel,First Owner,3857781
Volvo,96787,Electric,Fourth Owner,2884763
Maruti,20954,Diesel,Fourth Owner,590585
Force,21943,CNG,Third Owner,4132744
Land Rover,45725,Diesel,Second Owner,938206
Land Rover,50434,CNG,First Owner,1485335
Renault,90751,Petrol,Fourth Owner,1593433
Kia,15110,Petrol,Third Owner,1074771
